Disease1	Disease2	Similarity	Similarity_abs	Direction
Carcinoma, Squamous Cell	Infection	-0.07161616920178215	0.07161616920178215	-
Carcinoma, Thyroid, Papillary	Infection	0.06012453495752583	0.06012453495752583	+
Aortic Aneurysm, Thoracic	Inferior Wall Myocardial Infarction	-0.10414990425128495	0.10414990425128495	-
Asthma	Inferior Wall Myocardial Infarction	-0.05377954871021922	0.05377954871021922	-
Atherosclerosis	Inferior Wall Myocardial Infarction	0.10235661739999691	0.10235661739999691	+
Cardiomegaly	Inferior Wall Myocardial Infarction	-0.08147430792214472	0.08147430792214472	-
Cardiomyopathy, Dilated	Inferior Wall Myocardial Infarction	0.19737029504856524	0.19737029504856524	+
Coronary Artery Disease	Inferior Wall Myocardial Infarction	0.15814585417639526	0.15814585417639526	+
Hypertrophy	Inferior Wall Myocardial Infarction	-0.14930230816294954	0.14930230816294954	-
Hemangioma, Cavernous, Central Nervous System	Infertility	-0.0942088029038041	0.0942088029038041	-
Adenocarcinoma, Lung	Infertility, Male	0.07313790253828088	0.07313790253828088	+
Adrenal Cortex Neoplasms	Infertility, Male	0.13075577824042242	0.13075577824042242	+
Brain Ischemia	Infertility, Male	1.0	1.0	+
Aortic Aneurysm, Thoracic	Inflammation	0.1057465764502805	0.1057465764502805	+
Carcinoma, Adenoid Cystic	Inflammation	0.05530252378331414	0.05530252378331414	+
Carcinoma, Thyroid, Papillary	Inflammation	0.06968469984416689	0.06968469984416689	+
Cardiomyopathy, Hypertrophic	Inflammation	-0.05315350500418965	0.05315350500418965	-
Coronary Artery Disease	Inflammation	-0.0590333286459005	0.0590333286459005	-
Endocrine Gland Neoplasms	Inflammation	0.07146992151150715	0.07146992151150715	+
Gastrointestinal Neoplasms	Inflammation	0.0784591019510344	0.0784591019510344	+
Glioma	Inflammation	0.07268952354301757	0.07268952354301757	+
Head and Neck Neoplasms	Inflammation	0.07332302595450486	0.07332302595450486	+
Hypertrophy	Inflammation	0.07666910465586539	0.07666910465586539	+
Aortic Aneurysm, Abdominal	Inflammatory Bowel Diseases	0.06090243529942911	0.06090243529942911	+
Arthritis, Rheumatoid	Inflammatory Bowel Diseases	0.1280487391334945	0.1280487391334945	+
Carcinoma, Pancreatic Ductal	Inflammatory Bowel Diseases	-0.060567071934308984	0.060567071934308984	-
Chorioamnionitis	Inflammatory Bowel Diseases	0.050925378414124804	0.050925378414124804	+
Diabetes Mellitus, Type 1	Inflammatory Bowel Diseases	0.14124889080154748	0.14124889080154748	+
Inflammation	Inflammatory Bowel Diseases	0.11121347920432187	0.11121347920432187	+
Arbovirus Infections	Intervertebral Disc Degeneration	1.0	1.0	+
Glaucoma	Intervertebral Disc Degeneration	-0.3333333333333333	0.3333333333333333	-
Carcinoma, Pancreatic	Ischemia	-0.12773847913369596	0.12773847913369596	-
Digestive System Neoplasms	Ischemia	0.1282569995399858	0.1282569995399858	+
Aortic Aneurysm, Thoracic	Kidney Diseases	0.25256924754704385	0.25256924754704385	+
Carcinoma, Pancreatic Ductal	Kidney Diseases	0.05102200287702946	0.05102200287702946	+
Cardiomyopathy, Dilated	Kidney Diseases	-0.0622737394879386	0.0622737394879386	-
Cardiomyopathy, Hypertrophic	Kidney Diseases	-0.0713924796011411	0.0713924796011411	-
Cardiovascular Diseases	Kidney Diseases	0.15820286065764239	0.15820286065764239	+
Aortic Aneurysm, Thoracic	Kidney Failure, Chronic	0.14210658708801566	0.14210658708801566	+
Cardiomyopathy, Hypertrophic	Kidney Failure, Chronic	-0.058531769737406446	0.058531769737406446	-
Cardiovascular Diseases	Kidney Failure, Chronic	0.08015183480128091	0.08015183480128091	+
Colitis, Ulcerative	Kidney Failure, Chronic	0.0703416497497938	0.0703416497497938	+
Diabetes Mellitus, Type 2	Kidney Failure, Chronic	-0.07195323800352808	0.07195323800352808	-
Esophagitis	Kidney Failure, Chronic	-0.06649486337759715	0.06649486337759715	-
Hepatitis, Chronic	Kidney Failure, Chronic	-0.06358359559473209	0.06358359559473209	-
Hypertension, Pulmonary	Kidney Failure, Chronic	0.08552060872378335	0.08552060872378335	+
Kidney Diseases	Kidney Failure, Chronic	0.13975610389446788	0.13975610389446788	+
Carcinoma, Ovarian	Kidney Neoplasms	-0.15865941105825043	0.15865941105825043	-
Aortic Aneurysm, Thoracic	Laryngeal Neoplasms	0.1278915211797045	0.1278915211797045	+
Astrocytoma	Laryngeal Neoplasms	0.051510857772884215	0.051510857772884215	+
Atrial Fibrillation	Laryngeal Neoplasms	-0.05821364073080935	0.05821364073080935	-
Carcinoma, Non-Small-Cell Lung	Laryngeal Neoplasms	0.07997516501092193	0.07997516501092193	+
Colorectal Neoplasms	Laryngeal Neoplasms	0.050557172859258696	0.050557172859258696	+
Dermatitis, Atopic	Laryngeal Neoplasms	0.06466937498686581	0.06466937498686581	+
Esophageal Neoplasms	Laryngeal Neoplasms	0.07709586923784996	0.07709586923784996	+
Head and Neck Neoplasms	Laryngeal Neoplasms	0.05995536861292441	0.05995536861292441	+
Hypertrophy	Laryngeal Neoplasms	0.06726752623301982	0.06726752623301982	+
Inflammation	Laryngeal Neoplasms	0.10285048770377703	0.10285048770377703	+
Acute Lung Injury	Leukemia	0.18072376042358146	0.18072376042358146	+
Adenocarcinoma, Esophageal	Leukemia	0.06985015887975024	0.06985015887975024	+
Adrenal Cortex Neoplasms	Leukemia	0.05876833422357737	0.05876833422357737	+
Arthritis, Rheumatoid	Leukemia	0.08123677515639686	0.08123677515639686	+
Autoimmune Diseases	Leukemia	-0.11345572342699076	0.11345572342699076	-
Brain Ischemia	Leukemia	0.050668208194601126	0.050668208194601126	+
Bronchiolitis Obliterans	Leukemia	-0.07401603921326859	0.07401603921326859	-
Carcinoma, Pancreatic	Leukemia	-0.10634740217679502	0.10634740217679502	-
Carcinoma, Pancreatic Ductal	Leukemia	0.05086850062030587	0.05086850062030587	+
Carcinoma, Renal Cell	Leukemia	0.05767865442508704	0.05767865442508704	+
Cataract	Leukemia	0.10674499396726718	0.10674499396726718	+
Infertility, Male	Leukemia	0.050668208194601126	0.050668208194601126	+
Inflammation	Leukemia	-0.053706275598777484	0.053706275598777484	-
Atrial Fibrillation	Leukemia, B-Cell	0.13126169633061208	0.13126169633061208	+
Carcinoma, Adenoid Cystic	Leukemia, B-Cell	0.0701838353060656	0.0701838353060656	+
Colorectal Adenocarcinoma	Leukemia, B-Cell	0.09532151816827354	0.09532151816827354	+
Crohn Disease	Leukemia, B-Cell	-0.07132663194219523	0.07132663194219523	-
Gastrointestinal Neoplasms	Leukemia, B-Cell	0.06374135907194947	0.06374135907194947	+
Glioma	Leukemia, B-Cell	0.05900213435068182	0.05900213435068182	+
Hodgkin Disease	Leukemia, B-Cell	0.08905308229484642	0.08905308229484642	+
Huntington Disease	Leukemia, B-Cell	-0.1328988124244542	0.1328988124244542	-
Inflammation	Leukemia, B-Cell	0.0755802158765267	0.0755802158765267	+
Kidney Failure, Chronic	Leukemia, B-Cell	-0.05096071373832816	0.05096071373832816	-
Behcet Syndrome	Leukemia, Biphenotypic, Acute	0.052880275276339185	0.052880275276339185	+
Carcinoma, Colon	Leukemia, Biphenotypic, Acute	0.05675330562790448	0.05675330562790448	+
Carcinoma, Ehrlich Tumor	Leukemia, Biphenotypic, Acute	0.09038954009965794	0.09038954009965794	+
Endocrine Gland Neoplasms	Leukemia, Biphenotypic, Acute	0.06107387129957058	0.06107387129957058	+
Epstein-Barr Virus Infections	Leukemia, Biphenotypic, Acute	-0.07786100223347998	0.07786100223347998	-
Fatty Liver	Leukemia, Biphenotypic, Acute	0.12976128871068182	0.12976128871068182	+
Helplessness, Learned	Leukemia, Biphenotypic, Acute	-0.0706188416549232	0.0706188416549232	-
Hepatitis, Alcoholic	Leukemia, Biphenotypic, Acute	0.2696066064790496	0.2696066064790496	+
Hodgkin Disease	Leukemia, Biphenotypic, Acute	0.12842598599005972	0.12842598599005972	+
Hypoxia-Ischemia, Brain	Leukemia, Biphenotypic, Acute	0.2696066064790496	0.2696066064790496	+
Acute Lung Injury	Leukemia, Lymphocytic, Chronic, B-Cell	-0.1432294509970327	0.1432294509970327	-
Asthma	Leukemia, Lymphocytic, Chronic, B-Cell	-0.06643800639588968	0.06643800639588968	-
Autoimmune Diseases	Leukemia, Lymphocytic, Chronic, B-Cell	0.18714276671814978	0.18714276671814978	+
Bronchiolitis Obliterans	Leukemia, Lymphocytic, Chronic, B-Cell	0.09873315890985229	0.09873315890985229	+
Carcinoma, Pancreatic	Leukemia, Lymphocytic, Chronic, B-Cell	0.1355939457087461	0.1355939457087461	+
Cataract	Leukemia, Lymphocytic, Chronic, B-Cell	-0.05161118723537302	0.05161118723537302	-
Colorectal Adenocarcinoma	Leukemia, Lymphocytic, Chronic, B-Cell	0.0720998504641556	0.0720998504641556	+
Dermatitis, Atopic	Leukemia, Lymphocytic, Chronic, B-Cell	0.07647509799484298	0.07647509799484298	+
Inflammation	Leukemia, Lymphocytic, Chronic, B-Cell	0.11694807795914228	0.11694807795914228	+
Inflammatory Bowel Diseases	Leukemia, Lymphocytic, Chronic, B-Cell	0.1385710044791447	0.1385710044791447	+
Kidney Failure, Chronic	Leukemia, Lymphocytic, Chronic, B-Cell	0.09349931840421663	0.09349931840421663	+
Leukemia	Leukemia, Lymphocytic, Chronic, B-Cell	-0.1683891052971504	0.1683891052971504	-
Carcinoma, Ovarian	Leukemia, Lymphoid	0.15306490137563417	0.15306490137563417	+
Arthritis, Rheumatoid	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	-0.0883602898788685	0.0883602898788685	-
Atherosclerosis	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	-0.08964558350698128	0.08964558350698128	-
Carcinoma, Neuroendocrine	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	-0.056974231213754965	0.056974231213754965	-
Demyelinating Diseases	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	-0.056974231213754965	0.056974231213754965	-
Down Syndrome	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	-0.058105490975950934	0.058105490975950934	-
Gaucher Disease	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	-0.058105490975950934	0.058105490975950934	-
Graft vs Host Disease	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	-0.058105490975950934	0.058105490975950934	-
Heart Defects, Congenital	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	-0.052652320212892754	0.052652320212892754	-
Helicobacter pylori	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	-0.08954179718644892	0.08954179718644892	-
Hemangioma, Cavernous, Central Nervous System	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	0.10118532668414838	0.10118532668414838	+
Aortic Valve Insufficiency	Leukemia, Myeloid, Acute	-0.14049958436010618	0.14049958436010618	-
Aortic Valve Stenosis	Leukemia, Myeloid, Acute	-0.14049958436010618	0.14049958436010618	-
Arbovirus Infections	Leukemia, Myeloid, Acute	0.22947008613159897	0.22947008613159897	+
Carcinoma, Colon	Leukemia, Myeloid, Acute	-0.051853408425208296	0.051853408425208296	-
Carcinoma, Pancreatic	Leukemia, Myeloid, Acute	-0.08479670586491689	0.08479670586491689	-
Cardiomyopathy, Hypertrophic	Leukemia, Myeloid, Acute	0.051586333486649996	0.051586333486649996	+
Diabetic Cardiomyopathies	Leukemia, Myeloid, Acute	-0.1273313222296338	0.1273313222296338	-
Diabetic Nephropathies	Leukemia, Myeloid, Acute	-0.05252635806747979	0.05252635806747979	-
Digestive System Neoplasms	Leukemia, Myeloid, Acute	0.10225938459950361	0.10225938459950361	+
Glaucoma	Leukemia, Myeloid, Acute	-0.15728546687122258	0.15728546687122258	-
Glomerulonephritis	Leukemia, Myeloid, Acute	-0.12520151736340446	0.12520151736340446	-
Heart Failure	Leukemia, Myeloid, Acute	-0.13156727251566314	0.13156727251566314	-
Hypertension, Pulmonary	Leukemia, Myeloid, Acute	0.09419639101518815	0.09419639101518815	+
Intervertebral Disc Degeneration	Leukemia, Myeloid, Acute	0.22947008613159897	0.22947008613159897	+
Ischemia	Leukemia, Myeloid, Acute	0.20143355058123585	0.20143355058123585	+
Acquired Immunodeficiency Syndrome	Leukemia, Promyelocytic, Acute	-0.06090802320132137	0.06090802320132137	-
Acute Lung Injury	Leukemia, Promyelocytic, Acute	0.1611043011812155	0.1611043011812155	+
Arthritis, Rheumatoid	Leukemia, Promyelocytic, Acute	0.09759914831505008	0.09759914831505008	+
Bronchiolitis Obliterans	Leukemia, Promyelocytic, Acute	-0.0828286198078185	0.0828286198078185	-
Carcinoma, Squamous Cell	Leukemia, Promyelocytic, Acute	0.06245956816817777	0.06245956816817777	+
Chorioamnionitis	Leukemia, Promyelocytic, Acute	0.10195442059142722	0.10195442059142722	+
Coronary Artery Disease	Leukemia, Promyelocytic, Acute	0.07754592979643633	0.07754592979643633	+
Dermatitis, Atopic	Leukemia, Promyelocytic, Acute	0.06284654996271051	0.06284654996271051	+
Diabetes Mellitus, Type 1	Leukemia, Promyelocytic, Acute	-0.08689684175665469	0.08689684175665469	-
Diabetes Mellitus, Type 2	Leukemia, Promyelocytic, Acute	0.10237671820072496	0.10237671820072496	+
Endotoxemia	Leukemia, Promyelocytic, Acute	-0.1269980892116612	0.1269980892116612	-
Helicobacter pylori	Leukemia, Promyelocytic, Acute	0.05054620555760137	0.05054620555760137	+
Hemangioma, Cavernous, Central Nervous System	Leukemia, Promyelocytic, Acute	0.06310543607704465	0.06310543607704465	+
Leukemia	Leukemia, Promyelocytic, Acute	0.062316377187448355	0.062316377187448355	+
Leukemia, Lymphocytic, Chronic, B-Cell	Leukemia, Promyelocytic, Acute	-0.06946089321368294	0.06946089321368294	-
Kidney Failure, Chronic	Leukemia-Lymphoma, Adult T-Cell	-0.0565665657715448	0.0565665657715448	-
Leukemia, B-Cell	Leukemia-Lymphoma, Adult T-Cell	0.07125364230515012	0.07125364230515012	+
Acquired Immunodeficiency Syndrome	Lichen Planus	0.12795781102582765	0.12795781102582765	+
Adenocarcinoma, Esophageal	Lichen Planus	0.1145272206338629	0.1145272206338629	+
Adenocarcinoma, Lung	Lichen Planus	-0.05629146483638349	0.05629146483638349	-
Alopecia	Lichen Planus	-0.0919230874601211	0.0919230874601211	-
Amyotrophic Lateral Sclerosis	Lichen Planus	-0.12957772357806613	0.12957772357806613	-
Aortic Aneurysm, Abdominal	Lichen Planus	0.06399682778225185	0.06399682778225185	+
Arthritis, Rheumatoid	Lichen Planus	0.14434495139159348	0.14434495139159348	+
Atherosclerosis	Lichen Planus	0.07309972515199792	0.07309972515199792	+
Barrett Esophagus	Lichen Planus	-0.06446375431401355	0.06446375431401355	-
Burns	Lichen Planus	-0.06632332227838884	0.06632332227838884	-
Carcinoma, Neuroendocrine	Lichen Planus	0.08466127587703132	0.08466127587703132	+
Carcinoma, Thyroid, Medullary	Lichen Planus	0.05751826976895869	0.05751826976895869	+
Cholangiocarcinoma	Lichen Planus	0.05237395112223183	0.05237395112223183	+
Colitis, Ulcerative	Lichen Planus	0.20708234324051603	0.20708234324051603	+
Creutzfeldt-Jakob Syndrome	Lichen Planus	0.08246309130099161	0.08246309130099161	+
Crohn Disease	Lichen Planus	0.07200945123526468	0.07200945123526468	+
Demyelinating Diseases	Lichen Planus	0.08466127587703132	0.08466127587703132	+
Dermatitis, Atopic	Lichen Planus	0.3319276383153495	0.3319276383153495	+
Diabetes Mellitus, Type 2	Lichen Planus	-0.08142552728269338	0.08142552728269338	-
Diabetic Nephropathies	Lichen Planus	0.0636828687009383	0.0636828687009383	+
Down Syndrome	Lichen Planus	0.050290814775072856	0.050290814775072856	+
Eclampsia	Lichen Planus	-0.06921782785167382	0.06921782785167382	-
Eosinophilic Esophagitis	Lichen Planus	0.08672218959942463	0.08672218959942463	+
Epilepsy, Temporal Lobe	Lichen Planus	-0.12994544820379916	0.12994544820379916	-
Gaucher Disease	Lichen Planus	0.050290814775072856	0.050290814775072856	+
Gerstmann-Straussler-Scheinker Disease	Lichen Planus	0.08246309130099161	0.08246309130099161	+
Graft vs Host Disease	Lichen Planus	0.050290814775072856	0.050290814775072856	+
Huntington Disease	Lichen Planus	-0.06197231349938559	0.06197231349938559	-
Laryngeal Neoplasms	Lichen Planus	0.05349304313841379	0.05349304313841379	+
Leukemia, Lymphocytic, Chronic, B-Cell	Lichen Planus	0.09436430459230326	0.09436430459230326	+
Alopecia	Lichen Planus, Oral	-0.09296735427300834	0.09296735427300834	-
Amyotrophic Lateral Sclerosis	Lichen Planus, Oral	-0.22553527998639977	0.22553527998639977	-
Dermatitis, Atopic	Lichen Planus, Oral	0.28231014882079125	0.28231014882079125	+
Epilepsy, Temporal Lobe	Lichen Planus, Oral	-0.2277791085335534	0.2277791085335534	-
Lichen Planus	Lichen Planus, Oral	0.19998288795626856	0.19998288795626856	+
Alopecia	Liver Cirrhosis	0.05706099259221671	0.05706099259221671	+
Atherosclerosis	Liver Cirrhosis	0.0959017777404584	0.0959017777404584	+
Carcinoma, Adenoid Cystic	Liver Cirrhosis	-0.05539390601716226	0.05539390601716226	-
Carcinoma, Merkel Cell	Liver Cirrhosis	-0.07670703071922935	0.07670703071922935	-
Carcinoma, Squamous Cell	Liver Cirrhosis	-0.05153466864363916	0.05153466864363916	-
Carcinoma, Thyroid, Papillary	Liver Cirrhosis	0.12861767164930657	0.12861767164930657	+
Cardiovascular Diseases	Liver Cirrhosis	0.054642837697684986	0.054642837697684986	+
Chondrosarcoma	Liver Cirrhosis	0.06196247440806527	0.06196247440806527	+
Choriocarcinoma	Liver Cirrhosis	0.05148678898506469	0.05148678898506469	+
Eclampsia	Liver Cirrhosis	0.0729931670982838	0.0729931670982838	+
Endocrine Gland Neoplasms	Liver Cirrhosis	0.05671633106381931	0.05671633106381931	+
HIV Infections	Liver Cirrhosis	-0.08726686878812794	0.08726686878812794	-
Helplessness, Learned	Liver Cirrhosis	0.05216532504332034	0.05216532504332034	+
Hepatitis B	Liver Cirrhosis	-0.12168732473909644	0.12168732473909644	-
Idiopathic Pulmonary Fibrosis	Liver Cirrhosis	0.31004791782811714	0.31004791782811714	+
Alzheimer Disease	Liver Cirrhosis, Biliary	-0.05167480714664402	0.05167480714664402	-
Aortic Valve Insufficiency	Liver Cirrhosis, Biliary	0.12876341409541342	0.12876341409541342	+
Aortic Valve Stenosis	Liver Cirrhosis, Biliary	0.12876341409541342	0.12876341409541342	+
Atrial Fibrillation	Liver Cirrhosis, Biliary	0.05514808653805815	0.05514808653805815	+
Glomerulonephritis	Liver Cirrhosis, Biliary	0.08861659253913437	0.08861659253913437	+
Heart Failure	Liver Cirrhosis, Biliary	0.12122098464969891	0.12122098464969891	+
Hemangioma, Cavernous, Central Nervous System	Liver Cirrhosis, Biliary	0.05402529399066621	0.05402529399066621	+
Infertility	Liver Cirrhosis, Biliary	-0.07754866164980338	0.07754866164980338	-
Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Liver Cirrhosis, Biliary	0.10388579480781998	0.10388579480781998	+
Leukemia, Myeloid, Acute	Liver Cirrhosis, Biliary	-0.05472946880583122	0.05472946880583122	-
Carcinoma, Merkel Cell	Liver Diseases	0.21431247481896792	0.21431247481896792	+
Carcinoma, Pancreatic	Liver Diseases	0.08644523559825694	0.08644523559825694	+
Cardiovascular Diseases	Liver Diseases	-0.07178684203420607	0.07178684203420607	-
Cataract	Liver Diseases	-0.16541804942717764	0.16541804942717764	-
Choriocarcinoma	Liver Diseases	0.06737311155720678	0.06737311155720678	+
Helicobacter pylori	Liver Diseases	-0.14067530841648263	0.14067530841648263	-
Hemangioma, Cavernous, Central Nervous System	Liver Diseases	0.1717193637975113	0.1717193637975113	+
Leukemia	Liver Diseases	-0.07757491160952304	0.07757491160952304	-
Leukemia, Lymphocytic, Chronic, B-Cell	Liver Diseases	0.052914843393682034	0.052914843393682034	+
Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Liver Diseases	0.14763383944132602	0.14763383944132602	+
Liver Cirrhosis	Liver Diseases	-0.059870564871987324	0.059870564871987324	-
Arthritis, Rheumatoid	Liver Diseases, Alcoholic	0.06979936299396594	0.06979936299396594	+
Atherosclerosis	Liver Diseases, Alcoholic	0.061686278538028994	0.061686278538028994	+
Carcinoma, Neuroendocrine	Liver Diseases, Alcoholic	0.17971162521246403	0.17971162521246403	+
Colitis, Ulcerative	Liver Diseases, Alcoholic	0.08121517295855442	0.08121517295855442	+
Demyelinating Diseases	Liver Diseases, Alcoholic	0.17971162521246403	0.17971162521246403	+
Down Syndrome	Liver Diseases, Alcoholic	0.20487453359348823	0.20487453359348823	+
Gaucher Disease	Liver Diseases, Alcoholic	0.20487453359348823	0.20487453359348823	+
Graft vs Host Disease	Liver Diseases, Alcoholic	0.20487453359348823	0.20487453359348823	+
Heart Defects, Congenital	Liver Diseases, Alcoholic	0.11840047683643902	0.11840047683643902	+
Hodgkin Disease	Liver Diseases, Alcoholic	0.061502129821773555	0.061502129821773555	+
Inflammation	Liver Diseases, Alcoholic	0.052329758170332974	0.052329758170332974	+
Inflammatory Bowel Diseases	Liver Diseases, Alcoholic	0.206911171355703	0.206911171355703	+
Leukemia, Lymphocytic, Chronic, B-Cell	Liver Diseases, Alcoholic	0.11864699662067395	0.11864699662067395	+
Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Liver Diseases, Alcoholic	-0.052217697317104406	0.052217697317104406	-
Adenocarcinoma, Esophageal	Liver Failure	0.12488058050692759	0.12488058050692759	+
Barrett Esophagus	Liver Failure	0.11587530442306607	0.11587530442306607	+
Carcinoma, Endometrioid	Liver Failure	0.07191478600456025	0.07191478600456025	+
Carcinoma, Squamous Cell	Liver Failure	0.10565928999865938	0.10565928999865938	+
Endometriosis	Liver Failure	0.05739274158414256	0.05739274158414256	+
HIV Infections	Liver Failure	0.11836215509103909	0.11836215509103909	+
Hepatitis B	Liver Failure	0.10187820176749658	0.10187820176749658	+
Liver Cirrhosis	Liver Failure	-0.0832607845525667	0.0832607845525667	-
Abortion, Habitual	Liver Neoplasms	-0.07179424495638641	0.07179424495638641	-
Adrenal Cortex Neoplasms	Liver Neoplasms	0.05161554833053599	0.05161554833053599	+
Carcinoma, Nasopharyngeal	Liver Neoplasms	-0.07368098657596249	0.07368098657596249	-
Cardiomyopathy, Hypertrophic	Liver Neoplasms	0.11406611918412816	0.11406611918412816	+
Cholangiocarcinoma	Liver Neoplasms	0.06201289637865097	0.06201289637865097	+
Colonic Neoplasms	Liver Neoplasms	0.056781423014459764	0.056781423014459764	+
Ependymoma	Liver Neoplasms	0.11751650077750518	0.11751650077750518	+
Graft Rejection	Liver Neoplasms	-0.05141543500445924	0.05141543500445924	-
Heart Defects, Congenital	Liver Neoplasms	-0.05262358190641749	0.05262358190641749	-
Hyperglycemia	Liver Neoplasms	0.11702093387298798	0.11702093387298798	+
Leukemia, Lymphoid	Liver Neoplasms	0.07144330035938824	0.07144330035938824	+
Arteriosclerosis Obliterans	Lung Diseases, Interstitial	0.0921800748110757	0.0921800748110757	+
Atrial Fibrillation	Lung Diseases, Interstitial	-0.05019462433060406	0.05019462433060406	-
Dermatitis, Atopic	Lung Diseases, Interstitial	-0.057187294369073584	0.057187294369073584	-
Eosinophilic Esophagitis	Lung Diseases, Interstitial	-0.06489914349561494	0.06489914349561494	-
Graft Rejection	Lung Diseases, Interstitial	0.0818078082158565	0.0818078082158565	+
Huntington Disease	Lung Diseases, Interstitial	0.1107385621885941	0.1107385621885941	+
Leukemia, B-Cell	Lung Diseases, Interstitial	-0.06868331357498268	0.06868331357498268	-
Adenoviridae Infections	Lung Neoplasms	0.050831749550880045	0.050831749550880045	+
Astrocytoma	Lung Neoplasms	0.053360573811457854	0.053360573811457854	+
Breast Neoplasms	Lung Neoplasms	0.11885523396751856	0.11885523396751856	+
Carcinoma, Hepatocellular	Lung Neoplasms	0.05797034407873888	0.05797034407873888	+
Carcinoma, Non-Small-Cell Lung	Lung Neoplasms	0.13073313833718606	0.13073313833718606	+
Carcinoma, Renal Cell	Lung Neoplasms	0.0662172869816636	0.0662172869816636	+
Colorectal Neoplasms	Lung Neoplasms	0.11924616978939258	0.11924616978939258	+
Endometriosis	Lung Neoplasms	-0.06859558182063485	0.06859558182063485	-
Glioblastoma	Lung Neoplasms	0.07753310865087423	0.07753310865087423	+
Glioma	Lung Neoplasms	0.06687938505183744	0.06687938505183744	+
Hepatitis C	Lung Neoplasms	0.08574728914409263	0.08574728914409263	+
Alopecia	Lupus Erythematosus, Systemic	-0.0697218824296845	0.0697218824296845	-
Amyotrophic Lateral Sclerosis	Lupus Erythematosus, Systemic	-0.0894341155716769	0.0894341155716769	-
Aortic Aneurysm, Abdominal	Lupus Erythematosus, Systemic	0.10325398147970333	0.10325398147970333	+
Arthritis, Rheumatoid	Lupus Erythematosus, Systemic	0.2852566580761067	0.2852566580761067	+
Atherosclerosis	Lupus Erythematosus, Systemic	0.06902725640436437	0.06902725640436437	+
Autoimmune Diseases	Lupus Erythematosus, Systemic	0.13358159312641735	0.13358159312641735	+
Carcinoma, Neuroendocrine	Lupus Erythematosus, Systemic	0.06232379333255436	0.06232379333255436	+
Colitis, Ulcerative	Lupus Erythematosus, Systemic	0.05149466783269766	0.05149466783269766	+
Coronary Artery Disease	Lupus Erythematosus, Systemic	0.12253787857092598	0.12253787857092598	+
Creutzfeldt-Jakob Syndrome	Lupus Erythematosus, Systemic	0.10658874556361811	0.10658874556361811	+
Crohn Disease	Lupus Erythematosus, Systemic	0.11343653107213914	0.11343653107213914	+
Demyelinating Diseases	Lupus Erythematosus, Systemic	0.06232379333255436	0.06232379333255436	+
Dermatitis, Atopic	Lupus Erythematosus, Systemic	0.18170798603247412	0.18170798603247412	+
Diabetes Mellitus, Type 1	Lupus Erythematosus, Systemic	-0.11810699132484927	0.11810699132484927	-
Diabetic Nephropathies	Lupus Erythematosus, Systemic	0.08413554431420625	0.08413554431420625	+
Down Syndrome	Lupus Erythematosus, Systemic	0.06367999281896781	0.06367999281896781	+
Eosinophilic Esophagitis	Lupus Erythematosus, Systemic	0.0855027079052465	0.0855027079052465	+
Epilepsy, Temporal Lobe	Lupus Erythematosus, Systemic	-0.0896091352171945	0.0896091352171945	-
Gaucher Disease	Lupus Erythematosus, Systemic	0.06367999281896781	0.06367999281896781	+
Gerstmann-Straussler-Scheinker Disease	Lupus Erythematosus, Systemic	0.10658874556361811	0.10658874556361811	+
Graft vs Host Disease	Lupus Erythematosus, Systemic	0.06367999281896781	0.06367999281896781	+
Heart Defects, Congenital	Lupus Erythematosus, Systemic	0.057188747809316896	0.057188747809316896	+
Hemangioma, Cavernous, Central Nervous System	Lupus Erythematosus, Systemic	0.10377536960886473	0.10377536960886473	+
Huntington Disease	Lupus Erythematosus, Systemic	-0.08073205317490652	0.08073205317490652	-
Leukemia, Lymphocytic, Chronic, B-Cell	Lupus Erythematosus, Systemic	0.10365974741880453	0.10365974741880453	+
Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Lupus Erythematosus, Systemic	-0.05897339675418218	0.05897339675418218	-
Lichen Planus	Lupus Erythematosus, Systemic	0.3144540986496682	0.3144540986496682	+
Lichen Planus, Oral	Lupus Erythematosus, Systemic	0.11814092432570418	0.11814092432570418	+
Liver Diseases, Alcoholic	Lupus Erythematosus, Systemic	0.05667637038295232	0.05667637038295232	+
Acquired Immunodeficiency Syndrome	Lupus Nephritis	-0.16557042357337065	0.16557042357337065	-
Endotoxemia	Lupus Nephritis	-0.1296002136235866	0.1296002136235866	-
HIV Infections	Lupus Nephritis	-0.1243193167442948	0.1243193167442948	-
Heart Failure	Lupus Nephritis	0.13396189091820554	0.13396189091820554	+
Acute Lung Injury	Lymphoma	-0.11713931350188501	0.11713931350188501	-
Arthritis, Rheumatoid	Lymphoma	-0.07030419627375599	0.07030419627375599	-
